customer_id,product_id,interaction_type,interaction_date,rating
CUST004854,PROD0002,viewed,2024-09-12,4
CUST000871,PROD0019,clicked,2025-08-31,4
CUST000328,PROD0012,clicked,2024-04-12,4
CUST003824,PROD0015,viewed,2024-06-04,1
CUST000243,PROD0001,clicked,2024-11-12,3
CUST002346,PROD0003,clicked,2025-02-19,4
CUST002228,PROD0011,viewed,2024-11-08,1
CUST004151,PROD0003,viewed,2024-04-03,2
CUST000013,PROD0025,viewed,2025-10-15,4
CUST001924,PROD0023,viewed,2024-03-12,2
CUST000861,PROD0004,applied,2025-08-04,4
CUST004957,PROD0014,clicked,2024-08-26,3
CUST000221,PROD0002,viewed,2024-07-07,3
CUST000797,PROD0024,viewed,2024-05-12,4
CUST001840,PROD0002,purchased,2024-08-20,4
CUST001102,PROD0005,clicked,2024-04-08,1
CUST000117,PROD0021,purchased,2024-10-24,5
CUST001111,PROD0025,viewed,2024-11-02,2
CUST003959,PROD0001,clicked,2025-01-28,4
CUST003620,PROD0007,purchased,2025-07-15,4
CUST003801,PROD0011,purchased,2025-12-28,5
CUST000193,PROD0015,applied,2024-11-16,2
CUST001171,PROD0005,clicked,2025-11-02,4
CUST003968,PROD0007,clicked,2025-12-08,1
CUST003050,PROD0014,viewed,2024-05-10,1
CUST002388,PROD0016,applied,2025-09-09,2
CUST001776,PROD0023,viewed,2024-09-15,4
CUST000362,PROD0007,clicked,2024-02-13,2
CUST000437,PROD0021,clicked,2025-07-31,1
CUST004564,PROD0011,viewed,2025-09-22,4
CUST001216,PROD0010,viewed,2025-12-27,1
CUST002860,PROD0021,viewed,2024-11-17,3
CUST004620,PROD0023,viewed,2024-01-05,1
CUST002323,PROD0009,viewed,2025-07-07,2
CUST002905,PROD0020,purchased,2024-08-29,4
CUST000029,PROD0008,clicked,2024-10-01,2
CUST002518,PROD0021,viewed,2025-01-17,3
CUST002276,PROD0001,clicked,2024-06-25,1
CUST003190,PROD0010,viewed,2025-04-14,1
CUST004396,PROD0021,clicked,2025-07-21,2
CUST003458,PROD0009,clicked,2025-04-14,4
CUST003352,PROD0017,viewed,2024-01-09,4
CUST003620,PROD0008,viewed,2025-04-27,2
CUST004711,PROD0003,viewed,2024-06-05,3
CUST002895,PROD0013,viewed,2024-03-09,2
CUST000056,PROD0016,purchased,2025-10-27,4
CUST004155,PROD0025,viewed,2024-12-01,3
CUST001537,PROD0006,viewed,2024-10-13,3
CUST004817,PROD0021,clicked,2025-12-31,1
CUST002912,PROD0022,viewed,2024-01-25,4
CUST004089,PROD0003,viewed,2025-08-06,4
CUST000235,PROD0011,viewed,2025-04-20,2
CUST003241,PROD0020,viewed,2025-07-27,1
CUST004038,PROD0007,viewed,2024-02-23,1
CUST000088,PROD0012,clicked,2024-07-03,4
CUST004557,PROD0023,viewed,2024-01-17,4
CUST004973,PROD0020,viewed,2025-12-10,3
CUST003931,PROD0010,clicked,2025-04-25,2
CUST000032,PROD0014,clicked,2024-05-19,4
CUST003626,PROD0011,applied,2024-10-06,2
CUST003593,PROD0012,viewed,2024-09-23,4
CUST002261,PROD0020,purchased,2024-06-12,5
CUST003309,PROD0018,applied,2024-07-09,4
CUST003564,PROD0017,viewed,2024-10-05,4
CUST002441,PROD0007,viewed,2025-11-05,2
CUST004765,PROD0025,applied,2024-06-09,3
CUST001395,PROD0008,clicked,2024-02-14,2
CUST000740,PROD0007,clicked,2024-07-01,2
CUST001714,PROD0007,viewed,2024-04-30,2
CUST004798,PROD0022,viewed,2024-09-14,1
CUST000330,PROD0002,purchased,2025-04-13,5
CUST003551,PROD0016,clicked,2024-03-05,1
CUST000787,PROD0020,clicked,2024-05-01,1
CUST000736,PROD0025,purchased,2025-02-28,5
CUST000275,PROD0014,clicked,2024-12-31,4
CUST000336,PROD0015,viewed,2024-02-17,3
CUST004438,PROD0008,applied,2025-07-10,4
CUST000014,PROD0002,clicked,2025-10-14,3
CUST001890,PROD0006,viewed,2024-07-14,2
CUST003358,PROD0021,viewed,2024-12-21,1
CUST000991,PROD0002,viewed,2024-03-30,2
CUST000773,PROD0023,viewed,2024-11-16,1
CUST001391,PROD0019,clicked,2024-02-10,2
CUST002693,PROD0008,purchased,2024-02-27,5
CUST000361,PROD0008,applied,2025-01-09,4
CUST001124,PROD0024,clicked,2024-01-02,4
CUST003391,PROD0011,clicked,2025-08-19,2
CUST001367,PROD0017,viewed,2025-10-03,4
CUST000237,PROD0025,purchased,2025-07-10,5
CUST003713,PROD0020,applied,2025-09-17,3
CUST004726,PROD0021,viewed,2025-06-16,3
CUST001762,PROD0021,viewed,2024-10-03,2
CUST003192,PROD0006,viewed,2024-07-25,2
CUST004875,PROD0014,viewed,2024-06-07,2
CUST004352,PROD0019,purchased,2025-06-04,4
CUST001057,PROD0007,applied,2025-03-13,1
CUST002616,PROD0012,applied,2024-06-15,3
CUST002742,PROD0013,clicked,2025-07-16,1
CUST003061,PROD0021,viewed,2024-11-26,4
CUST002154,PROD0014,clicked,2025-08-29,3
CUST003104,PROD0011,viewed,2025-07-25,3
CUST003859,PROD0010,viewed,2024-12-10,1
CUST002602,PROD0019,applied,2025-03-02,3
CUST004464,PROD0008,clicked,2024-10-17,4
CUST002368,PROD0022,viewed,2024-12-04,1
CUST003375,PROD0016,clicked,2024-07-18,1
CUST002747,PROD0013,clicked,2024-01-10,3
CUST002867,PROD0002,viewed,2025-03-18,4
CUST002416,PROD0008,viewed,2024-08-11,4
CUST003239,PROD0011,viewed,2024-07-19,4
CUST004189,PROD0022,viewed,2024-11-14,4
CUST002362,PROD0023,applied,2024-06-30,2
CUST004825,PROD0017,viewed,2025-04-25,3
CUST000452,PROD0003,applied,2025-02-21,4
CUST000552,PROD0015,clicked,2025-05-10,2
CUST000496,PROD0006,purchased,2025-07-09,5
CUST002833,PROD0012,applied,2024-02-29,4
CUST002995,PROD0019,applied,2024-01-16,1
CUST004256,PROD0024,clicked,2025-12-29,4
CUST001051,PROD0008,applied,2025-05-29,1
CUST002818,PROD0002,viewed,2024-12-12,4
CUST003484,PROD0013,applied,2025-09-16,1
CUST003684,PROD0001,viewed,2025-07-17,1
CUST001285,PROD0008,applied,2024-12-12,1
CUST003769,PROD0024,viewed,2025-04-28,4
CUST001187,PROD0016,viewed,2025-07-24,1
CUST004372,PROD0020,viewed,2025-08-28,4
CUST000424,PROD0003,purchased,2024-01-14,5
CUST002366,PROD0007,viewed,2025-12-03,2
CUST004293,PROD0024,viewed,2025-03-16,1
CUST000346,PROD0019,viewed,2024-08-15,3
CUST002083,PROD0019,viewed,2025-07-14,4
CUST002001,PROD0004,clicked,2024-11-05,3
CUST004727,PROD0023,viewed,2025-04-14,2
CUST000670,PROD0024,viewed,2024-01-13,2
CUST002354,PROD0014,viewed,2025-09-14,2
CUST000623,PROD0007,viewed,2025-11-10,2
CUST001744,PROD0024,viewed,2025-05-21,2
CUST002383,PROD0019,purchased,2024-11-02,5
CUST003363,PROD0024,viewed,2025-01-14,3
CUST004136,PROD0016,clicked,2024-06-20,1
CUST004698,PROD0019,clicked,2025-08-16,3
CUST000114,PROD0010,purchased,2025-07-08,5
CUST000293,PROD0009,viewed,2025-10-17,3
CUST003228,PROD0003,purchased,2024-01-16,5
CUST000720,PROD0018,viewed,2025-10-14,2
CUST001150,PROD0020,viewed,2025-09-14,4
CUST000801,PROD0016,viewed,2025-06-30,3
CUST002842,PROD0012,purchased,2025-05-04,5
CUST002861,PROD0023,viewed,2024-10-07,1
CUST003684,PROD0014,clicked,2024-12-15,4
CUST003796,PROD0024,viewed,2025-09-23,3
CUST002306,PROD0019,applied,2024-05-30,4
CUST001303,PROD0014,viewed,2024-01-31,3
CUST004912,PROD0022,clicked,2025-07-12,2
CUST003713,PROD0007,viewed,2024-09-29,2
CUST004495,PROD0025,viewed,2025-09-04,4
CUST002275,PROD0020,purchased,2024-02-06,5
CUST001938,PROD0009,viewed,2025-12-29,2
CUST000537,PROD0017,viewed,2024-12-15,1
CUST002294,PROD0015,viewed,2024-11-17,4
CUST001715,PROD0011,viewed,2025-04-01,4
CUST001373,PROD0018,clicked,2024-04-01,4
CUST002555,PROD0020,clicked,2024-01-09,4
CUST004782,PROD0014,viewed,2024-12-06,3
CUST003736,PROD0005,clicked,2025-04-27,2
CUST002749,PROD0011,viewed,2024-09-22,1
CUST001316,PROD0023,viewed,2024-08-02,2
CUST002305,PROD0023,viewed,2025-06-21,4
CUST004666,PROD0007,purchased,2024-01-24,5
CUST004993,PROD0009,applied,2025-08-21,4
CUST003254,PROD0008,viewed,2025-02-22,2
CUST003511,PROD0006,viewed,2024-01-15,3
CUST003510,PROD0011,viewed,2024-12-26,1
CUST003390,PROD0016,purchased,2025-02-07,5
CUST001926,PROD0005,viewed,2024-07-12,3
CUST003317,PROD0025,clicked,2024-05-03,3
CUST003599,PROD0023,purchased,2025-06-29,4
CUST001882,PROD0006,viewed,2025-10-27,1
CUST000061,PROD0003,viewed,2025-08-17,3
CUST003812,PROD0005,purchased,2025-02-05,5
CUST002895,PROD0023,purchased,2025-01-10,5
CUST004949,PROD0012,purchased,2024-06-02,4
CUST001727,PROD0012,viewed,2025-11-02,3
CUST003576,PROD0023,viewed,2024-02-04,1
CUST001691,PROD0018,viewed,2024-08-18,2
CUST000838,PROD0007,clicked,2025-08-14,2
CUST000832,PROD0002,purchased,2025-06-10,4
CUST004067,PROD0004,viewed,2025-03-08,2
CUST003348,PROD0014,clicked,2024-03-19,2
CUST004144,PROD0018,viewed,2024-10-18,1
CUST001027,PROD0025,viewed,2025-11-28,3
CUST004694,PROD0011,purchased,2025-03-20,5
CUST000289,PROD0003,clicked,2025-12-13,1
CUST003797,PROD0010,clicked,2024-06-23,2
CUST003531,PROD0005,viewed,2025-12-20,1
CUST000249,PROD0017,clicked,2025-02-24,3
CUST004539,PROD0022,viewed,2024-07-18,2
CUST002017,PROD0009,purchased,2024-02-13,5
CUST001756,PROD0020,viewed,2025-10-21,4
CUST001381,PROD0020,clicked,2025-05-23,4
CUST003854,PROD0016,clicked,2024-11-09,3
CUST002597,PROD0024,clicked,2025-11-26,1
CUST002952,PROD0010,viewed,2024-06-23,3
CUST004298,PROD0019,purchased,2025-02-19,5
CUST001846,PROD0005,clicked,2025-04-20,2
CUST000724,PROD0006,clicked,2025-10-24,2
CUST001555,PROD0025,viewed,2024-08-22,4
CUST000001,PROD0001,clicked,2024-06-07,3
CUST004585,PROD0019,clicked,2024-01-06,3
CUST003804,PROD0019,viewed,2025-11-01,3
CUST001555,PROD0020,purchased,2025-05-20,5
CUST000725,PROD0024,purchased,2024-04-09,5
CUST000147,PROD0001,clicked,2024-09-20,4
CUST003974,PROD0012,viewed,2024-03-21,2
CUST001206,PROD0025,viewed,2024-08-17,3
CUST001765,PROD0004,viewed,2025-08-08,3
CUST002711,PROD0019,viewed,2024-03-17,4
CUST004260,PROD0019,viewed,2025-06-11,1
CUST001270,PROD0006,viewed,2024-03-01,3
CUST002830,PROD0019,purchased,2024-03-29,5
CUST000817,PROD0006,viewed,2024-09-27,2
CUST000111,PROD0018,viewed,2025-12-13,4
CUST003383,PROD0025,applied,2024-06-25,4
CUST000486,PROD0015,applied,2024-10-26,1
CUST002307,PROD0002,viewed,2025-07-04,4
CUST002384,PROD0018,clicked,2024-11-05,1
CUST000160,PROD0018,viewed,2025-09-08,1
CUST000653,PROD0006,applied,2025-03-11,1
CUST003326,PROD0024,clicked,2025-10-31,4
CUST000157,PROD0025,purchased,2024-01-06,5
CUST004052,PROD0024,clicked,2025-04-23,1
CUST002039,PROD0015,viewed,2025-04-10,1
CUST001875,PROD0019,viewed,2024-12-21,2
CUST000850,PROD0008,clicked,2024-05-26,2
CUST001415,PROD0024,applied,2025-10-03,1
CUST003190,PROD0015,applied,2024-08-17,4
CUST003100,PROD0019,viewed,2025-09-12,4
CUST004751,PROD0014,viewed,2024-03-02,1
CUST002022,PROD0005,clicked,2025-01-01,4
CUST003716,PROD0018,viewed,2024-05-19,2
CUST002414,PROD0019,purchased,2025-02-22,5
CUST000707,PROD0024,viewed,2024-02-10,4
CUST004930,PROD0002,clicked,2025-04-12,1
CUST002577,PROD0025,purchased,2024-06-10,4
CUST001464,PROD0019,applied,2024-06-30,4
CUST000904,PROD0003,purchased,2024-07-28,5
CUST002695,PROD0009,viewed,2025-12-06,2
CUST002235,PROD0013,viewed,2024-10-27,3
CUST003706,PROD0003,clicked,2025-11-01,4
CUST001966,PROD0014,purchased,2025-07-09,4
CUST004589,PROD0012,viewed,2025-10-09,3
CUST004887,PROD0024,purchased,2025-01-06,4
CUST000450,PROD0024,applied,2025-10-28,1
CUST000252,PROD0020,viewed,2024-09-25,1
CUST002860,PROD0011,viewed,2024-02-24,2
CUST004683,PROD0021,clicked,2024-08-07,4
CUST000837,PROD0016,clicked,2025-06-07,3
CUST002393,PROD0015,applied,2025-09-27,3
CUST002830,PROD0020,viewed,2025-09-13,2
CUST004309,PROD0003,viewed,2025-12-13,4
CUST002627,PROD0005,clicked,2025-12-19,1
CUST002924,PROD0009,purchased,2025-12-12,4
CUST000523,PROD0018,viewed,2024-03-11,4
CUST004512,PROD0018,viewed,2025-08-12,2
CUST001865,PROD0025,viewed,2024-10-18,3
CUST004331,PROD0020,applied,2025-02-13,3
CUST001850,PROD0018,clicked,2025-01-05,3
CUST001990,PROD0025,purchased,2024-07-25,5
CUST004478,PROD0005,clicked,2025-11-29,1
CUST004043,PROD0009,viewed,2025-05-09,2
CUST001797,PROD0016,viewed,2025-09-05,2
CUST004027,PROD0017,viewed,2024-02-25,1
CUST002506,PROD0020,clicked,2025-06-17,2
CUST001364,PROD0024,purchased,2025-11-14,5
CUST003221,PROD0015,viewed,2025-07-28,2
CUST000152,PROD0009,purchased,2024-09-21,5
CUST000378,PROD0006,viewed,2024-09-16,4
CUST003159,PROD0001,viewed,2024-07-20,2
CUST000013,PROD0006,viewed,2024-07-28,1
CUST001478,PROD0007,purchased,2025-10-14,4
CUST004130,PROD0012,viewed,2025-03-15,4
CUST004393,PROD0004,viewed,2024-01-30,2
CUST000118,PROD0016,purchased,2025-04-12,5
CUST001394,PROD0003,applied,2024-06-14,4
CUST000018,PROD0013,viewed,2025-07-31,3
CUST000346,PROD0003,viewed,2024-06-19,1
CUST000694,PROD0017,viewed,2024-07-27,3
CUST000868,PROD0017,viewed,2024-08-01,1
CUST002375,PROD0010,clicked,2024-10-04,1
CUST003418,PROD0007,viewed,2024-02-20,1
CUST001020,PROD0006,viewed,2024-04-26,4
CUST002844,PROD0004,viewed,2024-10-03,4
CUST004034,PROD0024,applied,2025-04-18,4
CUST001615,PROD0007,viewed,2024-10-13,3
CUST001450,PROD0021,purchased,2025-10-01,5
CUST002789,PROD0003,viewed,2025-09-10,4
CUST003543,PROD0004,purchased,2025-02-24,5
CUST002911,PROD0010,purchased,2024-04-06,4
CUST002093,PROD0007,purchased,2025-05-14,4
CUST000428,PROD0017,viewed,2025-11-25,1
CUST002903,PROD0010,viewed,2025-12-25,3
CUST001903,PROD0014,viewed,2025-02-03,2
CUST003764,PROD0010,applied,2025-10-28,4
CUST004082,PROD0004,viewed,2025-11-09,3
CUST003237,PROD0013,viewed,2024-04-13,2
CUST001277,PROD0003,purchased,2024-04-10,4
CUST002348,PROD0001,purchased,2024-06-24,5
CUST001938,PROD0022,applied,2024-10-04,1
CUST004952,PROD0008,viewed,2024-02-14,2
CUST000817,PROD0001,viewed,2025-04-23,2
CUST000934,PROD0006,applied,2024-11-12,3
CUST004354,PROD0006,clicked,2025-08-04,4
CUST000979,PROD0022,viewed,2024-10-12,2
CUST003144,PROD0011,viewed,2025-03-08,2
CUST000355,PROD0010,viewed,2024-06-02,1
CUST003974,PROD0020,purchased,2025-02-17,4
CUST004444,PROD0017,viewed,2024-03-24,4
CUST001274,PROD0010,clicked,2024-03-21,1
CUST004732,PROD0009,applied,2025-06-26,2
CUST004932,PROD0011,purchased,2025-10-15,5
CUST003108,PROD0006,clicked,2025-12-30,2
CUST004496,PROD0010,clicked,2025-03-19,4
CUST000812,PROD0012,applied,2024-11-02,2
CUST003675,PROD0020,purchased,2025-10-15,5
CUST003252,PROD0014,clicked,2025-07-01,3
CUST004217,PROD0025,viewed,2024-10-31,2
CUST000302,PROD0003,purchased,2025-09-16,5
CUST003504,PROD0009,clicked,2024-12-24,2
CUST000881,PROD0023,purchased,2025-11-26,5
CUST003134,PROD0010,viewed,2024-06-13,3
CUST000860,PROD0011,clicked,2024-10-20,4
CUST001510,PROD0001,purchased,2024-12-29,5
CUST001582,PROD0025,applied,2025-03-18,2
CUST004458,PROD0011,viewed,2025-09-07,2
CUST003531,PROD0007,clicked,2024-03-01,4
CUST001246,PROD0011,viewed,2025-08-17,3
CUST001831,PROD0023,viewed,2025-12-08,3
CUST003866,PROD0005,purchased,2024-07-15,5
CUST001084,PROD0009,applied,2025-11-08,3
CUST000890,PROD0014,viewed,2025-05-01,4
CUST003460,PROD0023,viewed,2025-03-07,2
CUST003087,PROD0007,clicked,2025-04-24,1
CUST001540,PROD0009,applied,2025-10-07,1
CUST002043,PROD0002,viewed,2024-08-28,4
CUST004357,PROD0008,clicked,2024-08-25,3
CUST002065,PROD0012,applied,2024-03-15,4
CUST002199,PROD0013,viewed,2025-10-13,1
CUST001542,PROD0023,viewed,2025-02-01,2
CUST004990,PROD0016,purchased,2024-01-28,5
CUST000801,PROD0002,purchased,2024-08-18,4
CUST004044,PROD0011,clicked,2025-10-02,1
CUST004694,PROD0005,purchased,2025-06-18,5
CUST004233,PROD0019,viewed,2025-05-21,2
CUST001555,PROD0019,viewed,2024-12-04,2
CUST000186,PROD0022,clicked,2024-01-07,1
CUST002347,PROD0015,purchased,2025-05-15,5
CUST002956,PROD0009,viewed,2024-06-03,2
CUST004099,PROD0015,clicked,2024-04-02,2
CUST002627,PROD0017,viewed,2025-10-04,1
CUST003600,PROD0009,applied,2025-08-14,3
CUST001464,PROD0021,viewed,2024-11-24,3
CUST003556,PROD0024,purchased,2024-05-27,5
CUST003555,PROD0021,viewed,2025-07-18,1
CUST001428,PROD0025,clicked,2024-10-28,3
CUST002842,PROD0023,clicked,2024-11-03,1
CUST003043,PROD0004,clicked,2025-07-01,4
CUST003920,PROD0020,viewed,2025-02-18,3
CUST001750,PROD0011,applied,2024-03-25,1
CUST004697,PROD0012,clicked,2025-05-29,2
CUST002875,PROD0001,clicked,2025-07-16,4
CUST003771,PROD0005,purchased,2024-04-21,4
CUST002311,PROD0007,viewed,2024-01-24,4
CUST004580,PROD0013,viewed,2025-03-29,2
CUST003905,PROD0019,applied,2024-04-14,2
CUST002225,PROD0008,clicked,2024-01-31,1
CUST004062,PROD0010,viewed,2025-12-15,3
CUST001481,PROD0007,applied,2025-03-11,4
CUST000507,PROD0005,viewed,2025-10-12,1
CUST002700,PROD0005,clicked,2025-10-13,2
CUST004136,PROD0018,viewed,2025-11-24,2
CUST000776,PROD0014,purchased,2025-11-01,4
CUST004586,PROD0021,clicked,2025-06-07,3
CUST004871,PROD0012,clicked,2024-09-08,2
CUST002312,PROD0016,viewed,2024-06-12,4
CUST002599,PROD0017,purchased,2024-02-21,5
CUST003863,PROD0010,clicked,2024-10-15,1
CUST004525,PROD0002,applied,2024-07-23,3
CUST002779,PROD0007,applied,2025-09-27,1
CUST001986,PROD0012,applied,2025-05-11,2
CUST001778,PROD0006,applied,2024-07-23,1
CUST002265,PROD0013,viewed,2024-04-15,3
CUST000731,PROD0022,purchased,2024-03-05,4
CUST001819,PROD0018,clicked,2024-06-23,3
CUST002292,PROD0021,clicked,2024-07-21,2
CUST000294,PROD0016,clicked,2024-02-12,2
CUST004019,PROD0023,purchased,2024-02-17,4
CUST000404,PROD0023,clicked,2024-03-24,1
CUST004000,PROD0022,viewed,2024-08-08,4
CUST004624,PROD0015,viewed,2024-08-13,2
CUST002277,PROD0005,purchased,2025-05-02,4
CUST004395,PROD0009,clicked,2025-05-12,3
CUST004750,PROD0018,clicked,2024-06-09,4
CUST003915,PROD0004,viewed,2025-08-05,4
CUST000203,PROD0014,viewed,2024-03-31,2
CUST000642,PROD0005,clicked,2025-08-24,1
CUST000546,PROD0003,viewed,2025-07-31,4
CUST004166,PROD0022,viewed,2025-09-12,4
CUST004510,PROD0022,clicked,2025-07-31,1
CUST001055,PROD0011,viewed,2024-11-07,4
CUST004086,PROD0001,clicked,2024-11-06,1
CUST000434,PROD0015,applied,2024-07-16,1
CUST004064,PROD0012,viewed,2025-02-15,1
CUST002888,PROD0018,viewed,2024-06-13,2
CUST003705,PROD0022,clicked,2024-06-11,1
CUST000908,PROD0012,viewed,2025-04-09,4
CUST002852,PROD0011,viewed,2024-01-12,2
CUST002092,PROD0009,applied,2024-01-31,4
CUST000278,PROD0005,applied,2024-04-29,1
CUST002876,PROD0001,viewed,2024-10-04,2
CUST003013,PROD0022,applied,2025-02-24,1
CUST003650,PROD0015,clicked,2025-07-12,1
CUST003014,PROD0003,viewed,2024-09-22,1
CUST000601,PROD0025,viewed,2025-12-27,3
CUST001860,PROD0024,clicked,2025-09-18,3
CUST004485,PROD0023,clicked,2024-01-27,3
CUST003217,PROD0017,purchased,2025-08-03,4
CUST003662,PROD0019,clicked,2025-10-25,4
CUST003627,PROD0025,viewed,2025-03-30,3
CUST001310,PROD0004,applied,2024-10-24,2
CUST002106,PROD0009,purchased,2024-01-14,5
CUST000557,PROD0015,viewed,2024-07-17,3
CUST002935,PROD0015,viewed,2025-01-23,3
CUST001593,PROD0023,purchased,2024-11-09,4
CUST002447,PROD0015,clicked,2025-04-09,3
CUST004392,PROD0012,viewed,2024-05-03,4
CUST002905,PROD0003,clicked,2025-05-21,3
CUST004656,PROD0013,viewed,2024-07-23,1
CUST004297,PROD0008,clicked,2025-01-30,4
CUST003937,PROD0003,viewed,2024-03-02,4
CUST000706,PROD0012,purchased,2025-11-04,4
CUST003378,PROD0009,purchased,2024-04-26,5
CUST001281,PROD0009,viewed,2025-02-08,1
CUST002571,PROD0005,viewed,2024-01-30,1
CUST001456,PROD0018,clicked,2024-08-31,1
CUST001445,PROD0016,clicked,2025-06-30,3
CUST000606,PROD0004,purchased,2024-06-04,5
CUST001349,PROD0020,clicked,2025-03-11,3
CUST000158,PROD0001,purchased,2025-07-07,4
CUST004016,PROD0023,clicked,2025-09-07,1
CUST004866,PROD0002,purchased,2024-03-27,4
CUST002966,PROD0004,viewed,2025-05-19,2
CUST004828,PROD0013,clicked,2024-10-16,2
CUST004249,PROD0017,applied,2024-03-31,4
CUST000571,PROD0004,applied,2024-06-15,4
CUST002582,PROD0001,clicked,2024-09-22,3
CUST002544,PROD0006,clicked,2025-10-26,2
CUST003766,PROD0025,applied,2024-10-23,1
CUST002880,PROD0003,viewed,2024-08-13,4
CUST003021,PROD0018,clicked,2024-12-23,3
CUST001103,PROD0010,viewed,2025-05-30,1
CUST000346,PROD0018,viewed,2025-09-20,4
CUST003397,PROD0022,viewed,2025-07-12,2
CUST002103,PROD0005,viewed,2025-05-23,1
CUST003910,PROD0001,clicked,2024-10-20,4
CUST004200,PROD0019,viewed,2025-07-31,3
CUST002197,PROD0002,clicked,2025-02-18,4
CUST000903,PROD0009,viewed,2024-04-13,3
CUST002168,PROD0014,viewed,2024-04-03,1
CUST004009,PROD0018,viewed,2025-11-26,1
CUST000229,PROD0023,viewed,2025-12-11,1
CUST001041,PROD0023,viewed,2025-08-04,3
CUST002893,PROD0006,viewed,2025-10-11,3
CUST004820,PROD0019,viewed,2024-02-09,4
CUST002904,PROD0005,clicked,2024-03-27,4
CUST004908,PROD0014,purchased,2024-09-01,5
CUST002242,PROD0023,purchased,2025-10-20,5
CUST000522,PROD0021,applied,2025-08-12,1
CUST000357,PROD0004,clicked,2025-01-26,2
CUST004742,PROD0021,viewed,2025-05-25,3
CUST001711,PROD0018,viewed,2024-03-09,3
CUST003996,PROD0008,purchased,2024-09-03,4
CUST001594,PROD0010,clicked,2025-11-03,2
CUST002546,PROD0019,viewed,2024-01-26,1
CUST000538,PROD0003,purchased,2024-12-29,5
CUST004411,PROD0010,purchased,2024-02-12,4
CUST000089,PROD0007,purchased,2025-02-06,4
CUST001443,PROD0007,purchased,2025-07-03,4
CUST000146,PROD0024,viewed,2024-02-20,3
CUST000066,PROD0010,purchased,2024-11-25,5
CUST004022,PROD0012,clicked,2025-08-01,4
CUST004440,PROD0024,clicked,2024-12-02,3
CUST000035,PROD0025,viewed,2024-10-15,3
CUST004811,PROD0024,clicked,2025-02-04,4
CUST004285,PROD0008,clicked,2025-06-16,1
CUST003777,PROD0004,clicked,2024-09-12,1
CUST001436,PROD0007,applied,2024-01-16,3
CUST003949,PROD0016,viewed,2024-06-12,3
CUST000732,PROD0002,viewed,2024-08-24,3
CUST001694,PROD0013,clicked,2025-02-11,1
CUST003738,PROD0015,clicked,2024-12-08,3
CUST001838,PROD0001,viewed,2025-05-17,3
CUST001696,PROD0017,clicked,2025-09-27,3
CUST004884,PROD0007,applied,2024-01-01,4
CUST002695,PROD0023,clicked,2025-10-10,1
CUST002885,PROD0001,applied,2025-06-14,1
CUST000828,PROD0011,applied,2024-05-08,3
CUST004962,PROD0017,clicked,2025-07-31,3
CUST004157,PROD0001,viewed,2025-10-30,2
CUST002470,PROD0013,applied,2025-06-30,1
CUST002291,PROD0003,viewed,2025-09-27,3
CUST000845,PROD0002,clicked,2024-07-22,4
CUST003481,PROD0009,applied,2025-11-01,3
CUST001383,PROD0019,applied,2024-11-07,4
CUST003025,PROD0009,clicked,2024-10-19,2
CUST004184,PROD0014,purchased,2025-12-30,5
CUST000214,PROD0011,viewed,2025-10-27,2
CUST000578,PROD0025,clicked,2025-03-10,2
CUST000273,PROD0002,viewed,2024-06-07,1
CUST001518,PROD0003,clicked,2024-01-12,4
CUST000261,PROD0003,applied,2024-12-17,2
CUST003616,PROD0013,viewed,2025-04-02,3
CUST000673,PROD0025,clicked,2024-08-01,3
CUST004490,PROD0015,viewed,2024-02-14,3
CUST001434,PROD0001,purchased,2025-08-18,4
CUST001509,PROD0007,applied,2025-05-29,2
CUST001322,PROD0011,clicked,2024-02-26,3
CUST003315,PROD0020,viewed,2024-05-14,4
CUST000268,PROD0025,purchased,2025-12-24,4
CUST004472,PROD0003,clicked,2025-02-01,1
CUST004917,PROD0020,clicked,2024-11-08,4
CUST001200,PROD0010,clicked,2025-07-30,4
CUST004082,PROD0015,purchased,2024-08-18,4
CUST004908,PROD0004,purchased,2024-10-20,4
CUST002456,PROD0005,clicked,2024-02-20,4
CUST000213,PROD0002,purchased,2025-05-11,5
CUST004340,PROD0024,viewed,2024-01-31,4
CUST004537,PROD0006,clicked,2024-05-14,3
CUST001938,PROD0016,applied,2025-03-06,3
CUST001361,PROD0004,viewed,2025-10-21,2
CUST001844,PROD0013,viewed,2024-04-04,2
CUST000834,PROD0016,viewed,2024-06-08,2
CUST004765,PROD0004,viewed,2025-06-08,3
CUST002726,PROD0010,clicked,2024-09-24,1
CUST000712,PROD0015,applied,2024-03-11,2
CUST004494,PROD0002,viewed,2024-05-21,1
CUST000042,PROD0017,viewed,2024-07-09,2
CUST004085,PROD0015,viewed,2025-12-25,3
CUST004906,PROD0001,applied,2025-09-08,4
CUST003560,PROD0019,applied,2025-04-28,3
CUST002296,PROD0012,viewed,2025-02-17,1
CUST004127,PROD0002,viewed,2024-05-20,1
CUST003533,PROD0021,viewed,2025-11-12,2
CUST001508,PROD0018,clicked,2025-11-13,4
CUST003612,PROD0020,viewed,2025-12-18,3
CUST001732,PROD0004,viewed,2025-03-13,2
CUST003951,PROD0001,viewed,2024-11-01,3
CUST003811,PROD0012,viewed,2024-10-16,1
CUST003831,PROD0021,viewed,2024-01-31,1
CUST001877,PROD0012,purchased,2025-06-05,5
CUST002647,PROD0011,viewed,2025-11-16,2
