customer_id,transaction_id,transaction_amount,transaction_type,transaction_date,channel
CUST003028,TXN00013507,29864.5,transfer,2024-01-02,net_banking
CUST000293,TXN00013508,3044.05,withdrawal,2025-07-24,atm
CUST000078,TXN00013509,17184.11,transfer,2024-06-27,branch
CUST000406,TXN00013510,31989.37,withdrawal,2023-12-01,mobile
CUST002993,TXN00013511,82469.61,deposit,2024-07-12,atm
CUST000191,TXN00013512,29159.9,deposit,2023-11-25,net_banking
CUST004335,TXN00013513,72082.92,deposit,2025-10-09,atm
CUST004136,TXN00013514,62589.16,deposit,2023-09-23,branch
CUST001341,TXN00013515,37132.17,withdrawal,2023-02-03,mobile
CUST000902,TXN00013516,5868.08,atm,2023-04-13,branch
CUST002438,TXN00013517,29423.87,payment,2025-02-21,net_banking
CUST001183,TXN00013518,23029.06,deposit,2025-07-06,net_banking
CUST002583,TXN00013519,48736.16,transfer,2023-12-28,mobile
CUST000346,TXN00013520,1512.98,transfer,2023-03-06,mobile
CUST003743,TXN00013521,31694.01,withdrawal,2023-09-01,net_banking
CUST003213,TXN00013522,13406.99,withdrawal,2023-09-01,mobile
CUST004396,TXN00013523,53705.61,transfer,2023-05-16,branch
CUST002426,TXN00013524,1584.84,atm,2024-05-28,branch
CUST001431,TXN00013525,287.18,withdrawal,2025-12-05,mobile
CUST004013,TXN00013526,36343.39,payment,2025-10-27,mobile
CUST004760,TXN00013527,46364.4,deposit,2025-09-12,atm
CUST003269,TXN00013528,10662.86,deposit,2025-08-04,branch
CUST003620,TXN00013529,80090.81,deposit,2025-05-05,net_banking
CUST002812,TXN00013530,32094.88,deposit,2023-01-31,net_banking
CUST003961,TXN00013531,65508.69,transfer,2025-06-14,atm
CUST003419,TXN00013532,2792.66,atm,2024-02-28,branch
CUST002033,TXN00013533,21066.94,payment,2025-01-07,net_banking
CUST001101,TXN00013534,57785.0,deposit,2023-02-02,mobile
CUST003265,TXN00013535,7691.64,transfer,2024-07-11,branch
CUST004488,TXN00013536,48354.14,payment,2023-08-01,mobile
CUST002922,TXN00013537,1787.47,transfer,2024-04-24,mobile
CUST004129,TXN00013538,1993.09,deposit,2023-08-31,net_banking
CUST004032,TXN00013539,121060.01,deposit,2023-03-12,branch
CUST000469,TXN00013540,4762.27,deposit,2024-07-17,mobile
CUST002696,TXN00013541,14867.1,deposit,2023-07-24,mobile
CUST000265,TXN00013542,11225.67,payment,2023-02-28,atm
CUST003593,TXN00013543,5376.14,withdrawal,2025-01-29,net_banking
CUST002917,TXN00013544,23248.19,transfer,2025-10-22,atm
CUST001123,TXN00013545,15413.36,deposit,2024-08-26,atm
CUST004046,TXN00013546,25010.97,withdrawal,2024-09-09,atm
CUST000574,TXN00013547,775.85,atm,2024-12-23,atm
CUST001025,TXN00013548,20811.64,payment,2024-03-01,branch
CUST001471,TXN00013549,14327.67,deposit,2024-02-16,mobile
CUST002057,TXN00013550,14662.79,withdrawal,2024-01-21,mobile
CUST000649,TXN00013551,31837.03,withdrawal,2024-04-29,atm
CUST002366,TXN00013552,55383.13,withdrawal,2023-04-13,atm
CUST001958,TXN00013553,18231.23,deposit,2024-03-03,net_banking
CUST004241,TXN00013554,7370.16,withdrawal,2023-09-20,atm
CUST000587,TXN00013555,363.81,payment,2024-03-23,branch
CUST002058,TXN00013556,31196.06,transfer,2024-07-28,mobile
CUST004833,TXN00013557,29909.35,deposit,2025-03-31,atm
CUST001049,TXN00013558,46476.23,withdrawal,2023-06-15,net_banking
CUST004585,TXN00013559,5604.32,deposit,2023-07-30,net_banking
CUST004213,TXN00013560,51558.54,deposit,2024-07-03,mobile
CUST004908,TXN00013561,9516.4,transfer,2025-12-14,branch
CUST004604,TXN00013562,6673.59,transfer,2024-08-09,mobile
CUST002449,TXN00013563,12294.61,payment,2024-05-02,net_banking
CUST002536,TXN00013564,7005.32,payment,2023-11-19,atm
CUST004138,TXN00013565,11555.49,withdrawal,2024-04-09,net_banking
CUST004669,TXN00013566,22780.93,deposit,2025-11-25,branch
CUST004576,TXN00013567,8035.05,atm,2023-01-25,branch
CUST001678,TXN00013568,10176.27,payment,2025-04-17,net_banking
CUST001526,TXN00013569,14452.21,transfer,2023-04-26,net_banking
CUST004744,TXN00013570,34957.62,withdrawal,2023-03-04,mobile
CUST001449,TXN00013571,9797.86,deposit,2025-10-01,net_banking
CUST004731,TXN00013572,20395.43,deposit,2024-06-02,mobile
CUST001762,TXN00013573,3458.01,withdrawal,2023-11-19,atm
CUST002240,TXN00013574,51281.55,transfer,2023-01-27,net_banking
CUST004115,TXN00013575,30037.79,transfer,2025-04-06,net_banking
CUST003174,TXN00013576,5422.79,payment,2025-12-18,branch
CUST004990,TXN00013577,18143.2,deposit,2024-01-03,mobile
CUST000059,TXN00013578,7836.41,payment,2024-02-21,mobile
CUST002459,TXN00013579,11813.53,deposit,2025-10-29,atm
CUST002648,TXN00013580,9924.39,withdrawal,2023-09-12,branch
CUST003491,TXN00013581,1435.15,withdrawal,2024-05-21,branch
CUST003207,TXN00013582,72013.21,deposit,2025-06-28,branch
CUST000190,TXN00013583,22368.01,withdrawal,2023-12-28,mobile
CUST000085,TXN00013584,142350.91,deposit,2024-06-28,mobile
CUST001452,TXN00013585,7851.22,atm,2023-07-13,atm
CUST000867,TXN00013586,1291.98,withdrawal,2025-07-15,branch
CUST002501,TXN00013587,35128.78,payment,2024-08-06,mobile
CUST003892,TXN00013588,24833.25,deposit,2023-04-13,atm
CUST002582,TXN00013589,51307.57,deposit,2024-04-27,net_banking
CUST001232,TXN00013590,12060.55,withdrawal,2024-04-02,branch
CUST003240,TXN00013591,12670.78,withdrawal,2024-07-16,mobile
CUST002443,TXN00013592,7353.06,withdrawal,2023-07-25,mobile
CUST001717,TXN00013593,29461.25,transfer,2023-12-28,branch
CUST000726,TXN00013594,37437.42,payment,2025-12-22,branch
CUST004985,TXN00013595,36938.53,deposit,2024-05-21,net_banking
CUST000597,TXN00013596,19825.88,payment,2023-11-10,atm
CUST002063,TXN00013597,5017.0,withdrawal,2025-11-21,mobile
CUST000391,TXN00013598,111026.63,deposit,2023-09-04,atm
CUST004273,TXN00013599,913.95,withdrawal,2023-08-11,mobile
CUST003162,TXN00013600,9684.03,withdrawal,2023-06-19,mobile
CUST003979,TXN00013601,15374.06,payment,2025-06-30,mobile
CUST001611,TXN00013602,114690.37,deposit,2024-11-29,branch
CUST001594,TXN00013603,8242.17,transfer,2025-06-12,net_banking
CUST004714,TXN00013604,26618.52,deposit,2024-12-21,mobile
CUST000934,TXN00013605,7929.4,withdrawal,2024-01-09,mobile
CUST001025,TXN00013606,34627.36,payment,2025-04-08,mobile
CUST001246,TXN00013607,3457.41,atm,2024-02-24,branch
CUST003458,TXN00013608,5436.24,deposit,2025-05-09,branch
CUST004018,TXN00013609,1196.54,deposit,2024-06-01,branch
CUST004030,TXN00013610,6352.34,transfer,2024-05-17,mobile
CUST001541,TXN00013611,15277.73,payment,2025-06-26,net_banking
CUST000143,TXN00013612,13712.41,payment,2025-08-30,branch
CUST002507,TXN00013613,18471.05,deposit,2023-03-04,atm
CUST001749,TXN00013614,29456.74,deposit,2024-09-10,atm
CUST004951,TXN00013615,32878.36,transfer,2023-09-26,net_banking
CUST002406,TXN00013616,533.9,transfer,2025-08-28,net_banking
CUST000908,TXN00013617,9074.89,atm,2025-06-11,net_banking
CUST000209,TXN00013618,8456.84,transfer,2023-06-17,atm
CUST002325,TXN00013619,4645.67,deposit,2024-02-02,net_banking
CUST002853,TXN00013620,32865.0,payment,2025-07-05,net_banking
CUST001066,TXN00013621,6940.44,payment,2023-05-02,branch
CUST002851,TXN00013622,41451.69,transfer,2025-03-30,atm
CUST001085,TXN00013623,18465.29,transfer,2023-01-03,atm
CUST001589,TXN00013624,15569.71,transfer,2024-07-25,net_banking
CUST003311,TXN00013625,47503.94,transfer,2023-06-19,mobile
CUST002004,TXN00013626,39255.79,payment,2023-02-01,atm
CUST000069,TXN00013627,7538.75,payment,2024-03-01,atm
CUST000529,TXN00013628,6359.56,atm,2025-03-06,net_banking
CUST002364,TXN00013629,108022.16,deposit,2025-06-25,mobile
CUST000407,TXN00013630,2433.58,transfer,2023-07-14,net_banking
CUST003878,TXN00013631,41388.28,transfer,2024-11-21,net_banking
CUST002750,TXN00013632,805.13,atm,2024-07-26,branch
CUST004306,TXN00013633,21122.57,deposit,2023-02-09,branch
CUST001586,TXN00013634,30199.46,deposit,2024-02-17,net_banking
CUST002127,TXN00013635,13046.47,transfer,2023-11-14,branch
CUST000734,TXN00013636,63860.03,deposit,2025-11-27,atm
CUST004116,TXN00013637,123619.33,deposit,2023-03-05,branch
CUST002927,TXN00013638,517.4,withdrawal,2024-02-08,atm
CUST000065,TXN00013639,17408.12,payment,2024-08-01,mobile
CUST001400,TXN00013640,4326.38,atm,2025-09-23,branch
CUST002383,TXN00013641,69427.36,deposit,2024-06-19,branch
CUST004361,TXN00013642,29069.3,deposit,2023-12-10,atm
CUST001539,TXN00013643,1352.19,atm,2025-02-25,mobile
CUST002287,TXN00013644,50230.7,deposit,2025-01-13,atm
CUST000316,TXN00013645,36408.74,withdrawal,2023-12-12,net_banking
CUST004885,TXN00013646,17976.93,withdrawal,2025-04-29,mobile
CUST002122,TXN00013647,16966.34,payment,2023-12-14,atm
CUST001418,TXN00013648,52790.48,deposit,2025-08-15,branch
CUST000064,TXN00013649,19144.49,deposit,2023-06-15,atm
CUST001262,TXN00013650,53491.31,transfer,2024-11-11,mobile
CUST000309,TXN00013651,25586.56,deposit,2025-08-08,net_banking
CUST004751,TXN00013652,19485.87,deposit,2023-09-23,mobile
CUST002625,TXN00013653,6293.92,withdrawal,2023-10-01,atm
CUST002593,TXN00013654,113802.45,deposit,2025-06-13,branch
CUST004441,TXN00013655,6509.1,deposit,2023-02-05,atm
CUST001220,TXN00013656,70353.15,deposit,2024-04-02,branch
CUST001658,TXN00013657,11499.21,deposit,2023-03-22,mobile
CUST003688,TXN00013658,24539.16,withdrawal,2023-06-18,mobile
CUST002989,TXN00013659,58644.74,deposit,2024-04-25,branch
CUST003817,TXN00013660,3553.06,withdrawal,2024-12-20,atm
CUST000252,TXN00013661,16875.42,deposit,2025-11-04,branch
CUST004041,TXN00013662,2958.64,atm,2023-09-14,branch
CUST004469,TXN00013663,8955.82,deposit,2025-06-22,branch
CUST000754,TXN00013664,39023.04,withdrawal,2024-01-03,mobile
CUST002847,TXN00013665,533.93,transfer,2025-07-03,atm
CUST001225,TXN00013666,73052.29,deposit,2025-08-20,mobile
CUST002872,TXN00013667,41539.65,transfer,2025-08-20,net_banking
CUST003730,TXN00013668,36113.33,deposit,2023-10-02,branch
CUST001363,TXN00013669,4233.92,transfer,2023-11-14,mobile
CUST004838,TXN00013670,15194.25,transfer,2023-01-07,mobile
CUST004184,TXN00013671,4214.3,transfer,2023-01-25,branch
CUST004475,TXN00013672,8318.26,payment,2025-04-02,net_banking
CUST003603,TXN00013673,26002.66,withdrawal,2025-01-06,net_banking
CUST001776,TXN00013674,2029.89,atm,2024-02-25,mobile
CUST002201,TXN00013675,59109.1,deposit,2023-06-25,atm
CUST002610,TXN00013676,3367.93,atm,2025-01-08,mobile
CUST004284,TXN00013677,39905.73,payment,2025-12-17,atm
CUST003864,TXN00013678,5025.29,transfer,2024-01-16,net_banking
CUST004878,TXN00013679,57182.84,deposit,2025-10-01,net_banking
CUST001969,TXN00013680,34388.54,transfer,2025-08-31,branch
CUST004382,TXN00013681,4042.35,atm,2025-01-20,net_banking
CUST001885,TXN00013682,3473.48,atm,2023-02-23,branch
CUST004540,TXN00013683,5161.36,withdrawal,2023-05-23,atm
CUST002381,TXN00013684,1487.34,deposit,2023-01-26,atm
CUST004232,TXN00013685,35108.16,withdrawal,2023-11-18,branch
CUST000970,TXN00013686,80114.36,deposit,2024-05-10,mobile
CUST001088,TXN00013687,5893.9,payment,2023-01-23,branch
CUST000455,TXN00013688,1018.22,transfer,2024-02-26,atm
CUST001667,TXN00013689,53941.06,payment,2023-10-12,net_banking
CUST001039,TXN00013690,26570.58,payment,2023-11-07,mobile
CUST004045,TXN00013691,38942.62,deposit,2025-08-12,atm
CUST001389,TXN00013692,20830.79,withdrawal,2025-08-24,net_banking
CUST001373,TXN00013693,2994.79,atm,2025-12-03,atm
CUST000972,TXN00013694,15421.08,deposit,2024-08-10,net_banking
CUST001219,TXN00013695,60071.38,deposit,2024-03-01,branch
CUST001877,TXN00013696,20119.69,deposit,2025-10-21,branch
CUST002185,TXN00013697,33008.03,payment,2024-04-21,mobile
CUST003714,TXN00013698,21052.17,withdrawal,2025-07-17,atm
CUST003754,TXN00013699,34570.88,payment,2024-12-09,branch
CUST000462,TXN00013700,28306.09,payment,2024-06-25,branch
CUST004878,TXN00013701,43816.73,deposit,2023-03-03,mobile
CUST002116,TXN00013702,45770.97,deposit,2023-06-01,net_banking
CUST003521,TXN00013703,107494.7,deposit,2023-09-01,mobile
CUST000627,TXN00013704,36341.52,payment,2025-06-09,net_banking
CUST003599,TXN00013705,11024.37,deposit,2025-09-23,atm
CUST004761,TXN00013706,21268.52,transfer,2024-01-20,atm
CUST002607,TXN00013707,20224.8,withdrawal,2024-04-07,mobile
CUST003655,TXN00013708,14390.49,deposit,2024-05-10,branch
CUST003382,TXN00013709,24262.85,withdrawal,2024-05-04,branch
CUST004390,TXN00013710,26451.5,withdrawal,2023-11-15,atm
CUST002525,TXN00013711,5929.87,withdrawal,2023-04-16,branch
CUST002814,TXN00013712,26526.8,transfer,2024-11-24,branch
CUST002359,TXN00013713,34048.19,transfer,2023-02-08,mobile
CUST001708,TXN00013714,88756.93,deposit,2024-10-15,branch
CUST002622,TXN00013715,26722.09,deposit,2025-05-25,branch
CUST001219,TXN00013716,52558.42,deposit,2023-01-27,mobile
CUST000523,TXN00013717,63767.17,withdrawal,2024-06-09,net_banking
CUST003934,TXN00013718,2999.81,deposit,2024-08-07,branch
CUST004450,TXN00013719,34980.84,deposit,2024-12-12,atm
CUST000014,TXN00013720,19945.92,deposit,2023-09-23,atm
CUST004529,TXN00013721,925.6,deposit,2023-01-13,atm
CUST002313,TXN00013722,75779.11,deposit,2023-05-10,branch
CUST001263,TXN00013723,24004.26,withdrawal,2024-12-13,mobile
CUST003215,TXN00013724,6339.51,atm,2025-06-21,atm
CUST003603,TXN00013725,52090.14,transfer,2023-09-03,mobile
CUST003439,TXN00013726,3266.93,transfer,2025-04-04,branch
CUST001699,TXN00013727,11788.22,transfer,2023-08-07,branch
CUST003144,TXN00013728,8906.51,transfer,2025-12-17,branch
CUST000897,TXN00013729,71103.07,deposit,2025-11-02,net_banking
CUST004376,TXN00013730,10416.39,deposit,2024-03-19,mobile
CUST000597,TXN00013731,19699.07,withdrawal,2025-04-16,net_banking
CUST004679,TXN00013732,5075.48,withdrawal,2023-06-23,net_banking
CUST002365,TXN00013733,123979.89,deposit,2025-09-16,net_banking
CUST003621,TXN00013734,7289.46,payment,2023-02-02,branch
CUST000586,TXN00013735,105366.4,deposit,2024-08-17,net_banking
CUST001523,TXN00013736,2902.96,withdrawal,2025-06-27,net_banking
CUST004474,TXN00013737,22974.36,deposit,2023-03-15,mobile
CUST003590,TXN00013738,5323.08,transfer,2023-11-26,net_banking
CUST004983,TXN00013739,5721.23,transfer,2025-07-02,mobile
CUST001520,TXN00013740,3911.37,withdrawal,2025-04-02,branch
CUST004376,TXN00013741,11093.94,withdrawal,2025-04-06,mobile
CUST002364,TXN00013742,8867.84,payment,2025-02-25,branch
CUST004247,TXN00013743,147.4,transfer,2023-02-17,atm
CUST002524,TXN00013744,27390.52,payment,2025-09-13,branch
CUST001138,TXN00013745,20041.36,transfer,2023-06-08,net_banking
CUST003093,TXN00013746,759.79,atm,2023-06-13,branch
CUST004323,TXN00013747,57541.11,payment,2023-01-16,net_banking
CUST000376,TXN00013748,4813.35,withdrawal,2025-04-20,atm
CUST002961,TXN00013749,20109.56,transfer,2024-02-21,atm
CUST002395,TXN00013750,57851.27,transfer,2024-11-12,branch
CUST002054,TXN00013751,9115.78,withdrawal,2024-02-13,mobile
CUST002064,TXN00013752,29313.04,transfer,2025-07-24,atm
CUST004587,TXN00013753,6894.06,atm,2025-02-19,atm
CUST002774,TXN00013754,60678.32,transfer,2025-08-23,atm
CUST004955,TXN00013755,22412.35,deposit,2025-12-25,net_banking
CUST001774,TXN00013756,4535.48,payment,2024-08-13,net_banking
CUST000170,TXN00013757,26003.75,deposit,2024-10-08,branch
CUST003633,TXN00013758,3302.56,withdrawal,2023-06-05,mobile
CUST003785,TXN00013759,43938.1,withdrawal,2025-12-31,atm
CUST003742,TXN00013760,50650.72,withdrawal,2025-09-10,branch
CUST001353,TXN00013761,5791.92,deposit,2024-04-26,mobile
CUST002213,TXN00013762,311.64,transfer,2025-10-17,net_banking
CUST004147,TXN00013763,4790.95,withdrawal,2023-10-15,mobile
CUST000018,TXN00013764,102008.01,deposit,2025-02-17,atm
CUST003771,TXN00013765,45631.28,withdrawal,2024-01-08,net_banking
CUST002069,TXN00013766,38183.39,deposit,2025-11-15,mobile
CUST000394,TXN00013767,29445.4,transfer,2023-06-11,atm
CUST001164,TXN00013768,47129.01,deposit,2023-11-18,atm
CUST004540,TXN00013769,18442.77,deposit,2024-05-21,branch
CUST003229,TXN00013770,12690.09,withdrawal,2024-10-04,mobile
CUST000627,TXN00013771,31288.58,deposit,2023-04-22,mobile
CUST004653,TXN00013772,27501.65,transfer,2023-10-17,mobile
CUST003994,TXN00013773,4276.96,deposit,2023-06-18,atm
CUST004112,TXN00013774,5641.96,transfer,2025-03-14,atm
CUST004202,TXN00013775,22238.84,transfer,2024-06-28,mobile
CUST004474,TXN00013776,39681.37,deposit,2025-06-10,atm
CUST004747,TXN00013777,711.18,withdrawal,2023-02-01,atm
CUST004364,TXN00013778,75059.19,deposit,2025-04-15,atm
CUST000803,TXN00013779,37945.95,deposit,2025-10-18,branch
CUST002326,TXN00013780,18669.03,deposit,2023-12-09,mobile
CUST002319,TXN00013781,1868.98,withdrawal,2024-05-03,mobile
CUST002982,TXN00013782,17001.62,deposit,2025-11-07,atm
CUST001173,TXN00013783,81014.64,deposit,2023-05-12,atm
CUST003697,TXN00013784,5433.02,deposit,2025-12-01,atm
CUST004229,TXN00013785,18287.58,deposit,2024-12-27,branch
CUST004626,TXN00013786,15557.5,withdrawal,2024-12-30,net_banking
CUST001716,TXN00013787,8381.58,transfer,2024-02-17,net_banking
CUST002387,TXN00013788,1646.95,atm,2023-12-02,atm
CUST004767,TXN00013789,47093.84,deposit,2024-10-26,branch
CUST001424,TXN00013790,14460.96,deposit,2025-09-03,atm
CUST001659,TXN00013791,11901.95,deposit,2024-05-18,net_banking
CUST002581,TXN00013792,8510.09,withdrawal,2023-04-26,atm
CUST001934,TXN00013793,6461.09,deposit,2023-01-14,net_banking
CUST003107,TXN00013794,7341.3,payment,2024-05-03,branch
CUST000312,TXN00013795,13386.37,payment,2024-12-14,net_banking
CUST000937,TXN00013796,20124.28,deposit,2025-01-30,branch
CUST000888,TXN00013797,1645.82,withdrawal,2024-03-17,mobile
CUST004413,TXN00013798,3380.58,payment,2025-06-21,net_banking
CUST001658,TXN00013799,11943.71,deposit,2023-12-12,branch
CUST003378,TXN00013800,71081.73,deposit,2024-01-19,net_banking
CUST002582,TXN00013801,25309.42,transfer,2023-02-06,mobile
CUST003788,TXN00013802,42192.66,transfer,2025-05-28,net_banking
CUST003728,TXN00013803,3950.27,payment,2023-08-05,mobile
CUST003659,TXN00013804,27086.48,transfer,2025-10-08,mobile
CUST001029,TXN00013805,31302.4,transfer,2024-07-27,net_banking
CUST001702,TXN00013806,7353.04,transfer,2023-03-02,net_banking
CUST004223,TXN00013807,89164.86,deposit,2025-03-11,net_banking
CUST000472,TXN00013808,4332.44,deposit,2025-03-02,branch
CUST001731,TXN00013809,50947.99,deposit,2023-01-24,branch
CUST003515,TXN00013810,40846.43,deposit,2025-12-08,branch
CUST002081,TXN00013811,5148.83,payment,2023-12-12,mobile
CUST001197,TXN00013812,47090.16,deposit,2023-11-23,net_banking
CUST002529,TXN00013813,49683.09,deposit,2024-08-20,net_banking
CUST004081,TXN00013814,9306.07,withdrawal,2025-10-16,branch
CUST001880,TXN00013815,1516.81,transfer,2024-01-16,branch
CUST001009,TXN00013816,7403.09,transfer,2023-02-28,net_banking
CUST003849,TXN00013817,38570.04,transfer,2025-02-20,mobile
CUST003440,TXN00013818,919.59,withdrawal,2023-06-26,net_banking
CUST000073,TXN00013819,9830.5,payment,2024-03-21,atm
CUST003182,TXN00013820,132857.23,deposit,2024-09-08,net_banking
CUST003631,TXN00013821,6427.81,transfer,2024-05-04,branch
CUST004142,TXN00013822,12197.99,transfer,2025-08-10,mobile
CUST004328,TXN00013823,37205.44,withdrawal,2023-06-04,atm
CUST002997,TXN00013824,7531.48,withdrawal,2023-07-04,branch
CUST002493,TXN00013825,17657.22,withdrawal,2025-06-27,net_banking
CUST003416,TXN00013826,16922.87,withdrawal,2025-01-23,atm
CUST000793,TXN00013827,22079.67,transfer,2023-07-26,branch
CUST001712,TXN00013828,18312.06,withdrawal,2023-07-23,branch
CUST003107,TXN00013829,3855.1,deposit,2024-03-08,branch
CUST004804,TXN00013830,57616.84,deposit,2024-09-26,mobile
CUST001764,TXN00013831,30215.69,transfer,2023-12-29,atm
CUST003050,TXN00013832,62744.61,deposit,2024-10-06,mobile
CUST001050,TXN00013833,6680.5,deposit,2024-05-23,net_banking
CUST002795,TXN00013834,8956.35,withdrawal,2025-06-19,mobile
CUST002025,TXN00013835,40663.63,withdrawal,2023-10-17,net_banking
CUST002316,TXN00013836,2563.13,withdrawal,2025-10-01,branch
CUST000597,TXN00013837,30957.68,payment,2025-01-30,net_banking
CUST004416,TXN00013838,8258.49,withdrawal,2023-07-26,mobile
CUST003721,TXN00013839,10629.22,withdrawal,2024-12-13,branch
CUST004340,TXN00013840,25812.85,transfer,2023-09-27,mobile
CUST002620,TXN00013841,74084.73,deposit,2024-05-30,branch
CUST000714,TXN00013842,4910.77,atm,2024-08-28,atm
CUST003524,TXN00013843,75598.12,deposit,2024-10-15,mobile
CUST002376,TXN00013844,2558.9,payment,2025-05-26,branch
CUST003851,TXN00013845,3287.96,withdrawal,2025-09-10,mobile
CUST003227,TXN00013846,14785.88,payment,2024-02-01,atm
CUST002575,TXN00013847,4165.12,payment,2024-06-05,mobile
CUST002388,TXN00013848,45824.05,deposit,2025-12-31,net_banking
CUST004998,TXN00013849,4722.12,deposit,2024-07-22,mobile
CUST003045,TXN00013850,103370.17,deposit,2023-06-21,net_banking
CUST000198,TXN00013851,1303.69,deposit,2023-08-07,atm
CUST004792,TXN00013852,42835.54,deposit,2023-01-20,branch
CUST001110,TXN00013853,11235.13,transfer,2025-08-13,net_banking
CUST002422,TXN00013854,52721.7,withdrawal,2023-10-19,atm
CUST001521,TXN00013855,1506.99,transfer,2024-05-18,net_banking
CUST000146,TXN00013856,132.63,payment,2023-11-14,mobile
CUST001508,TXN00013857,29686.76,withdrawal,2025-09-25,atm
CUST001138,TXN00013858,4128.27,deposit,2025-02-16,net_banking
CUST000971,TXN00013859,10851.97,withdrawal,2025-08-21,mobile
CUST003695,TXN00013860,28957.65,payment,2025-09-13,net_banking
CUST000891,TXN00013861,8280.26,payment,2025-12-24,branch
CUST003408,TXN00013862,12348.1,deposit,2025-05-16,branch
CUST002857,TXN00013863,20772.06,deposit,2024-12-23,mobile
CUST001008,TXN00013864,30193.69,withdrawal,2025-12-04,branch
CUST002105,TXN00013865,15462.77,payment,2025-05-25,branch
CUST001721,TXN00013866,10800.51,transfer,2023-11-25,branch
CUST002066,TXN00013867,41583.66,deposit,2024-09-22,atm
CUST000598,TXN00013868,90532.7,deposit,2025-07-25,branch
CUST003488,TXN00013869,3121.48,withdrawal,2025-09-18,branch
CUST000035,TXN00013870,1625.36,payment,2025-04-09,branch
CUST000332,TXN00013871,56442.96,deposit,2024-11-10,mobile
CUST002153,TXN00013872,40141.94,deposit,2025-09-25,atm
CUST000440,TXN00013873,53178.42,transfer,2025-04-07,atm
CUST001208,TXN00013874,7513.17,atm,2023-08-31,net_banking
CUST004303,TXN00013875,19148.64,withdrawal,2025-10-21,branch
CUST002289,TXN00013876,32342.93,transfer,2024-04-22,mobile
CUST003471,TXN00013877,8045.64,transfer,2024-12-21,mobile
CUST000277,TXN00013878,9179.34,withdrawal,2023-12-30,branch
CUST002651,TXN00013879,20306.68,payment,2025-02-12,net_banking
CUST004959,TXN00013880,114909.4,deposit,2025-11-06,branch
CUST003245,TXN00013881,42776.76,withdrawal,2025-12-20,atm
CUST000498,TXN00013882,3311.54,atm,2023-01-28,mobile
CUST000549,TXN00013883,16937.44,withdrawal,2025-07-19,mobile
CUST004072,TXN00013884,19633.94,withdrawal,2025-01-30,net_banking
CUST000314,TXN00013885,81467.3,deposit,2025-03-09,atm
CUST000506,TXN00013886,39503.43,withdrawal,2023-01-23,atm
CUST002047,TXN00013887,51595.11,withdrawal,2025-09-14,mobile
CUST003467,TXN00013888,988.43,payment,2025-01-29,branch
CUST003514,TXN00013889,71519.11,deposit,2023-03-23,branch
CUST001926,TXN00013890,12686.47,transfer,2024-05-03,mobile
CUST003711,TXN00013891,3882.6,transfer,2024-02-12,mobile
CUST003375,TXN00013892,28036.61,transfer,2024-09-24,branch
CUST003374,TXN00013893,11790.94,transfer,2024-08-13,net_banking
CUST001045,TXN00013894,5192.27,transfer,2025-01-18,branch
CUST000781,TXN00013895,8349.92,payment,2023-03-26,branch
CUST002201,TXN00013896,54245.57,transfer,2023-01-16,net_banking
CUST003823,TXN00013897,47550.1,payment,2025-08-25,atm
CUST001187,TXN00013898,17691.51,withdrawal,2025-09-22,branch
CUST002599,TXN00013899,31761.84,withdrawal,2023-10-08,atm
CUST004631,TXN00013900,15216.71,payment,2023-03-19,branch
CUST004138,TXN00013901,3073.79,atm,2024-11-30,mobile
CUST001215,TXN00013902,3245.3,transfer,2024-04-07,net_banking
CUST002137,TXN00013903,1001.43,payment,2023-05-21,atm
CUST004152,TXN00013904,37052.56,withdrawal,2023-07-23,mobile
CUST001696,TXN00013905,9319.74,atm,2024-06-02,branch
CUST004462,TXN00013906,7546.41,transfer,2023-08-18,branch
CUST000252,TXN00013907,117710.91,deposit,2025-11-21,mobile
CUST004230,TXN00013908,106973.46,deposit,2024-09-04,mobile
CUST001546,TXN00013909,3809.98,withdrawal,2024-01-27,mobile
CUST000257,TXN00013910,7229.62,withdrawal,2025-07-14,mobile
CUST000959,TXN00013911,11641.61,deposit,2023-07-22,atm
CUST002169,TXN00013912,10584.62,withdrawal,2024-02-11,branch
CUST004357,TXN00013913,28379.53,withdrawal,2023-05-21,branch
CUST001979,TXN00013914,26350.81,withdrawal,2025-03-16,mobile
CUST004225,TXN00013915,19692.76,transfer,2025-01-23,mobile
CUST003940,TXN00013916,1176.79,withdrawal,2024-02-26,net_banking
CUST001293,TXN00013917,3985.39,atm,2024-07-29,atm
CUST000460,TXN00013918,35360.3,deposit,2025-07-23,atm
CUST003134,TXN00013919,23563.58,withdrawal,2024-07-28,mobile
CUST000126,TXN00013920,9669.79,atm,2024-01-21,mobile
CUST000883,TXN00013921,17129.3,deposit,2025-01-06,net_banking
CUST000104,TXN00013922,13789.59,transfer,2025-06-18,mobile
CUST003915,TXN00013923,15201.57,withdrawal,2023-07-16,atm
CUST004668,TXN00013924,48754.4,withdrawal,2023-03-18,mobile
CUST000475,TXN00013925,10901.86,deposit,2024-02-03,net_banking
CUST004995,TXN00013926,41054.36,deposit,2025-06-10,mobile
CUST004752,TXN00013927,58105.81,transfer,2024-11-29,net_banking
CUST001370,TXN00013928,1749.67,withdrawal,2023-12-10,atm
CUST002117,TXN00013929,7898.0,atm,2023-02-03,atm
