customer_id,age,income,credit_score,loan_amount,interest_rate,loan_term,employment_years,num_existing_loans,savings_balance,debt_to_income_ratio,monthly_payment,payment_to_income_ratio,credit_utilization,loan_to_income_ratio,credit_risk_band,repayment_status
CUST001129,36,80632.35,634,16486.05,10.59,24,4,0,52388.95,0.2045,765.24,0.1139,0.931,0.2045,medium,0
CUST001130,61,50775.25,748,29244.19,7.21,48,11,4,37870.51,0.576,703.14,0.1662,0.166,0.576,low,0
CUST001131,63,24109.27,615,25735.23,11.63,84,24,1,2721.27,1.0674,449.22,0.2236,0.416,1.0674,medium,0
CUST001132,28,47379.76,837,11712.45,5.49,60,6,2,3897.28,0.2472,223.67,0.0566,0.34,0.2472,low,0
CUST001133,60,61544.46,799,105121.26,6.05,36,12,4,17354.6,1.7081,3200.37,0.624,0.89,1.7081,low,1
CUST001134,58,40864.67,719,37867.79,9.31,60,30,0,4301.26,0.9267,791.78,0.2325,0.179,0.9267,low,0
CUST001135,40,53528.35,672,34946.91,11.44,60,6,2,48958.03,0.6529,767.52,0.1721,0.717,0.6529,medium,0
CUST001136,28,15685.46,734,29019.02,8.31,72,4,0,9842.68,1.8501,513.2,0.3926,0.759,1.8501,low,0
CUST001137,52,44350.81,843,17944.51,6.9,84,1,2,10440.47,0.4046,269.95,0.073,0.68,0.4046,low,0
CUST001138,36,40888.98,839,16330.07,7.87,84,10,1,38196.42,0.3994,253.47,0.0744,0.237,0.3994,low,0
CUST001139,60,38271.02,668,44553.26,10.59,84,21,3,36478.2,1.1642,753.29,0.2362,0.388,1.1642,medium,0
CUST001140,49,53825.96,576,19549.38,10.6,72,24,3,17492.21,0.3632,368.11,0.0821,0.947,0.3632,high,0
CUST001141,58,37297.83,673,34735.11,10.42,48,6,0,7982.33,0.9313,887.99,0.2857,0.84,0.9313,medium,0
CUST001142,27,59171.34,537,50938.01,12.76,48,2,1,66518.31,0.8609,1360.48,0.2759,0.237,0.8609,high,0
CUST001143,27,54921.27,790,35119.75,6.41,72,3,2,65030.34,0.6395,588.86,0.1287,0.932,0.6395,low,0
CUST001144,30,80466.43,717,60339.09,10.48,60,7,0,37657.72,0.7499,1296.32,0.1933,0.344,0.7499,low,0
CUST001145,65,62007.63,672,105183.41,8.95,36,32,4,70989.54,1.6963,3342.36,0.6468,0.418,1.6963,medium,0
CUST001146,38,73135.32,725,12509.17,10.13,72,1,4,85864.26,0.171,232.56,0.0382,0.148,0.171,low,0
CUST001147,57,27453.85,703,29357.78,7.96,84,6,2,13238.11,1.0694,456.99,0.1997,0.585,1.0694,low,0
CUST001148,51,37184.41,691,69785.12,10.19,36,14,3,29333.19,1.8767,2258.0,0.7287,0.865,1.8767,medium,1
CUST001149,28,67032.38,588,25162.11,12.99,48,6,3,18728.29,0.3754,674.91,0.1208,0.379,0.3754,medium,0
CUST001150,53,34124.3,648,20990.61,9.68,72,30,0,12630.47,0.6151,385.49,0.1356,0.133,0.6151,medium,0
CUST001151,62,39539.66,579,24919.53,11.06,60,2,4,37180.58,0.6302,542.56,0.1647,0.153,0.6302,high,0
CUST001152,52,38090.74,445,92206.25,13.74,24,27,0,43634.53,2.4207,4415.77,1.3911,0.681,2.4207,high,0
CUST001153,27,80013.16,649,27208.68,9.45,36,3,0,31452.16,0.3401,870.94,0.1306,0.705,0.3401,medium,0
CUST001154,64,28933.5,815,83983.3,8.38,24,3,0,31225.04,2.9026,3812.91,1.5814,0.464,2.9026,low,0
CUST001155,34,52602.15,761,29886.8,7.83,48,7,3,35024.21,0.5682,727.24,0.1659,0.766,0.5682,low,0
CUST001156,58,26862.15,647,29119.31,10.23,12,35,4,7476.92,1.084,2563.17,1.145,0.714,1.084,medium,1
CUST001157,64,39952.78,662,25467.55,11.72,72,20,0,8912.75,0.6374,494.2,0.1484,0.49,0.6374,medium,0
CUST001158,29,47268.75,684,14237.53,10.7,72,6,2,30667.75,0.3012,268.82,0.0682,0.103,0.3012,medium,0
CUST001159,30,35501.94,577,48372.62,12.36,72,1,0,10700.86,1.3625,954.77,0.3227,0.932,1.3625,high,0
CUST001160,32,19005.03,772,61809.33,8.36,24,5,1,21765.2,3.2523,2805.63,1.7715,0.926,3.2523,low,1
CUST001161,45,42788.25,471,21659.81,12.63,36,16,0,36550.35,0.5062,725.95,0.2036,0.652,0.5062,high,0
CUST001162,44,47625.19,599,19749.21,12.5,48,16,2,8590.97,0.4147,524.93,0.1323,0.249,0.4147,medium,0
CUST001163,60,97595.61,733,15448.41,7.83,48,24,2,99728.6,0.1583,375.91,0.0462,0.685,0.1583,low,0
CUST001164,61,23886.78,653,23669.11,11.75,84,6,0,23333.34,0.9909,414.67,0.2083,0.188,0.9909,medium,0
CUST001165,48,61284.95,637,36566.94,9.57,72,24,4,68413.2,0.5967,669.53,0.1311,0.185,0.5967,medium,0
CUST001166,24,117104.19,745,26138.04,9.1,84,1,1,35870.33,0.2232,421.86,0.0432,0.486,0.2232,low,0
CUST001167,52,45142.63,651,54632.52,11.83,36,30,3,23694.24,1.2102,1810.15,0.4812,0.797,1.2102,medium,0
CUST001168,22,36964.34,683,27742.44,11.16,84,0,4,13903.95,0.7505,477.36,0.155,0.848,0.7505,medium,0
CUST001169,48,39112.49,570,32656.03,12.62,12,13,0,2654.16,0.8349,2910.93,0.8931,0.23,0.8349,high,0
CUST001170,60,47693.4,720,19532.59,8.55,24,36,3,15648.48,0.4095,888.31,0.2235,0.927,0.4095,low,0
CUST001171,25,84911.9,609,75148.71,12.22,60,3,1,95975.96,0.885,1680.01,0.2374,0.432,0.885,medium,0
CUST001172,42,22327.26,714,35784.08,9.27,48,7,0,19347.21,1.6027,895.08,0.4811,0.207,1.6027,low,0
CUST001173,47,34269.1,713,57971.76,10.27,72,8,4,7981.66,1.6917,1081.89,0.3788,0.374,1.6917,low,0
CUST001174,22,18077.65,720,6027.2,9.49,60,0,0,13753.74,0.3334,126.55,0.084,0.562,0.3334,low,0
CUST001175,23,31743.74,810,18976.01,8.03,24,1,2,8397.44,0.5978,858.49,0.3245,0.655,0.5978,low,0
CUST001176,37,28904.54,664,93036.19,10.9,84,12,2,23359.1,3.2187,1588.12,0.6593,0.334,3.2187,medium,0
CUST001177,62,21498.6,595,66069.27,13.05,84,6,0,12426.12,3.0732,1203.73,0.6719,0.607,3.0732,medium,0
CUST001178,33,113093.03,671,12791.91,8.86,48,5,1,56480.95,0.1131,317.48,0.0337,0.517,0.1131,medium,0
CUST001179,62,125885.69,807,40431.65,6.09,72,26,3,135096.82,0.3212,671.79,0.064,0.639,0.3212,low,0
CUST001180,41,34010.31,676,24435.3,8.51,24,18,4,35133.68,0.7185,1110.83,0.3919,0.2,0.7185,medium,0
CUST001181,61,56890.47,796,45599.42,7.88,12,10,4,51369.33,0.8015,3964.09,0.8362,0.888,0.8015,low,1
CUST001182,23,30187.43,790,32463.75,7.75,84,0,1,31603.38,1.0754,501.95,0.1995,0.198,1.0754,low,0
CUST001183,36,66781.38,797,13808.67,6.31,72,2,2,24356.27,0.2068,230.88,0.0415,0.269,0.2068,low,0
CUST001184,63,48236.85,637,10501.62,10.14,72,31,3,30850.12,0.2177,195.29,0.0486,0.44,0.2177,medium,0
CUST001185,65,57297.91,850,8919.13,7.54,72,17,3,9644.89,0.1557,154.39,0.0323,0.774,0.1557,low,0
CUST001186,35,48313.86,731,28965.1,10.24,48,6,3,25958.94,0.5995,737.97,0.1833,0.735,0.5995,low,0
CUST001187,60,46587.73,576,30935.88,11.63,24,36,2,22364.65,0.664,1450.92,0.3737,0.638,0.664,high,0
CUST001188,24,34872.58,504,55091.75,14.79,36,2,3,13512.94,1.5798,1904.11,0.6552,0.803,1.5798,high,0
CUST001189,44,75453.63,684,30867.06,9.51,12,5,2,41031.29,0.4091,2706.68,0.4305,0.258,0.4091,medium,0
CUST001190,45,79494.5,697,46277.47,9.18,84,10,0,4855.36,0.5821,748.8,0.113,0.685,0.5821,medium,0
CUST001191,58,42878.81,784,32613.17,8.71,24,35,0,21157.67,0.7606,1485.59,0.4158,0.612,0.7606,low,0
CUST001192,39,53493.92,578,31957.86,12.59,84,2,4,57589.61,0.5974,574.28,0.1288,0.458,0.5974,high,0
CUST001193,42,33712.38,628,16494.37,10.03,12,15,3,3499.7,0.4893,1450.35,0.5163,0.333,0.4893,medium,0
CUST001194,60,30339.15,849,59802.54,6.0,48,15,4,2259.02,1.9711,1404.46,0.5555,0.115,1.9711,low,0
CUST001195,22,116327.57,582,28078.3,13.09,36,0,3,10767.21,0.2414,947.29,0.0977,0.553,0.2414,medium,0
CUST001196,23,27389.68,624,15508.19,9.73,12,1,2,10021.19,0.5662,1361.47,0.5965,0.741,0.5662,medium,0
CUST001197,42,85631.87,648,51073.83,10.52,12,12,2,72866.34,0.5964,4502.56,0.631,0.486,0.5964,medium,0
CUST001198,29,64334.7,850,11073.76,7.53,60,1,0,19790.42,0.1721,222.05,0.0414,0.802,0.1721,low,0
CUST001199,49,86392.4,771,15002.51,7.26,12,6,2,85404.91,0.1737,1299.92,0.1806,0.557,0.1737,low,0
CUST001200,25,77127.1,706,23470.84,8.66,84,0,0,8114.07,0.3043,373.59,0.0581,0.359,0.3043,low,0
CUST001201,46,33834.26,622,92031.6,10.37,24,4,4,19617.03,2.7201,4262.53,1.5118,0.207,2.7201,medium,0
CUST001202,48,49035.87,742,16738.39,9.07,72,3,4,32203.19,0.3413,302.3,0.074,0.591,0.3413,low,0
CUST001203,42,34512.13,766,11971.14,9.0,48,7,0,12196.03,0.3469,297.9,0.1036,0.352,0.3469,low,0
CUST001204,37,40666.25,682,28762.38,10.34,72,6,0,5547.53,0.7073,537.79,0.1587,0.52,0.7073,medium,0
CUST001205,51,45225.12,711,40770.48,10.24,24,15,0,19967.69,0.9015,1885.87,0.5004,0.792,0.9015,low,0
CUST001206,42,68226.4,601,22686.08,12.26,36,14,1,69930.56,0.3325,756.32,0.133,0.19,0.3325,medium,0
CUST001207,46,83922.02,751,11805.07,9.91,84,19,4,23789.7,0.1407,195.43,0.0279,0.44,0.1407,low,0
CUST001208,65,57421.03,521,27671.57,12.5,84,36,0,12597.21,0.4819,495.91,0.1036,0.845,0.4819,high,0
CUST001209,51,115150.49,604,16307.92,10.48,12,15,4,65697.62,0.1416,1437.37,0.1498,0.326,0.1416,medium,0
CUST001210,49,69134.79,556,18404.44,11.52,48,16,3,43839.47,0.2662,480.33,0.0834,0.145,0.2662,high,0
CUST001211,63,64112.75,629,23351.54,10.57,48,12,2,17173.7,0.3642,598.67,0.1121,0.25,0.3642,medium,0
CUST001212,55,68520.18,713,31574.06,9.04,72,3,1,78991.26,0.4608,569.77,0.0998,0.287,0.4608,low,0
CUST001213,39,42082.82,709,24978.24,8.54,60,3,2,13063.97,0.5935,512.95,0.1463,0.627,0.5935,low,0
CUST001214,28,60235.22,640,24111.85,9.86,84,5,2,37312.55,0.4003,398.54,0.0794,0.245,0.4003,medium,0
CUST001215,60,31398.61,677,16537.73,9.32,12,6,1,19741.13,0.5267,1448.7,0.5537,0.695,0.5267,medium,0
CUST001216,37,29693.37,700,30566.01,8.51,72,2,1,7881.99,1.0294,543.56,0.2197,0.865,1.0294,low,0
CUST001217,52,69723.53,645,34366.3,10.38,12,5,2,74147.22,0.4929,3027.42,0.521,0.245,0.4929,medium,0
CUST001218,44,62809.33,715,16392.97,10.61,60,0,3,66213.68,0.261,353.24,0.0675,0.502,0.261,low,0
CUST001219,65,52428.92,709,27019.31,10.79,84,14,4,32957.79,0.5154,459.66,0.1052,0.742,0.5154,low,0
CUST001220,43,19169.68,692,95848.4,9.52,72,11,4,6631.57,5.0,1752.56,1.0971,0.514,5.0,medium,0
CUST001221,44,41688.57,621,33658.1,10.48,36,16,4,25305.3,0.8074,1093.65,0.3148,0.329,0.8074,medium,0
CUST001222,31,56419.5,775,12648.31,9.44,84,3,1,25996.61,0.2242,206.34,0.0439,0.126,0.2242,low,0
CUST001223,49,68126.47,727,24703.79,8.54,72,2,1,75534.84,0.3626,439.68,0.0774,0.421,0.3626,low,0
CUST001224,62,57091.43,762,45405.53,8.8,48,33,1,20273.49,0.7953,1125.61,0.2366,0.677,0.7953,low,0
CUST001225,48,29308.75,745,25878.99,9.94,36,9,1,2850.71,0.883,834.31,0.3416,0.542,0.883,low,0
CUST001226,49,50655.01,685,24584.08,10.69,60,25,2,19333.49,0.4853,530.72,0.1257,0.924,0.4853,medium,0
CUST001227,51,83806.71,673,13742.83,10.58,60,9,4,57982.68,0.164,295.93,0.0424,0.238,0.164,medium,0
CUST001228,40,41065.0,694,56248.17,8.17,12,6,2,41035.89,1.3697,4897.36,1.4311,0.205,1.3697,medium,0
CUST001229,44,64305.0,611,119505.05,11.76,12,1,2,13399.66,1.8584,10604.47,1.9789,0.847,1.8584,medium,0
CUST001230,57,55223.78,782,24562.38,6.83,12,17,1,66009.06,0.4448,2123.38,0.4614,0.267,0.4448,low,0
CUST001231,36,62318.38,747,55877.49,7.16,36,3,3,33399.4,0.8966,1729.43,0.333,0.922,0.8966,low,0
CUST001232,41,78890.47,749,22268.94,8.81,24,18,3,65539.18,0.2823,1015.41,0.1545,0.374,0.2823,low,0
CUST001233,34,37900.3,706,47092.87,8.63,48,8,1,15016.92,1.2425,1163.65,0.3684,0.173,1.2425,low,0
CUST001234,56,44345.91,765,64316.41,7.25,84,27,0,9286.09,1.4503,978.59,0.2648,0.476,1.4503,low,0
CUST001235,44,32456.49,613,24730.06,11.15,48,14,3,37508.8,0.7619,640.96,0.237,0.492,0.7619,medium,0
CUST001236,48,56298.64,638,60555.87,9.51,24,19,2,53744.2,1.0756,2780.67,0.5927,0.593,1.0756,medium,0
CUST001237,58,59327.61,683,11366.82,10.97,12,25,1,30457.81,0.1916,1004.46,0.2032,0.105,0.1916,medium,0
CUST001238,51,27116.1,702,7483.4,10.48,12,1,2,27234.83,0.276,659.58,0.2919,0.652,0.276,low,0
CUST001239,40,77318.37,667,188312.06,10.36,72,10,0,14664.13,2.4355,3522.92,0.5468,0.597,2.4355,medium,0
CUST001240,35,138491.23,665,25240.32,10.25,60,11,3,28648.73,0.1823,539.39,0.0467,0.861,0.1823,medium,0
CUST001241,62,76727.21,816,10068.66,6.61,12,31,4,64523.05,0.1312,869.4,0.136,0.198,0.1312,low,0
CUST001242,29,21941.41,630,38163.79,10.96,24,3,0,13050.83,1.7393,1778.02,0.9724,0.808,1.7393,medium,0
CUST001243,29,61303.56,765,13097.56,7.6,48,2,1,62405.73,0.2137,317.3,0.0621,0.565,0.2137,low,0
CUST001244,64,17287.44,748,16367.98,8.89,48,9,0,4538.45,0.9468,406.46,0.2821,0.796,0.9468,low,0
CUST001245,56,19765.25,691,43299.89,8.78,48,18,2,16161.37,2.1907,1073.0,0.6514,0.915,2.1907,medium,0
CUST001246,47,46400.91,643,24449.93,10.3,84,3,3,24566.08,0.5269,409.7,0.106,0.461,0.5269,medium,0
CUST001247,58,41491.25,572,17521.63,11.73,60,19,0,32855.9,0.4223,387.37,0.112,0.859,0.4223,high,0
CUST001248,44,61980.55,705,29757.48,10.79,48,14,2,3749.08,0.4801,766.07,0.1483,0.235,0.4801,low,0
CUST001249,35,31325.36,665,7286.37,9.75,72,8,3,20048.29,0.2326,134.07,0.0514,0.248,0.2326,medium,0
CUST001250,58,53120.3,794,11109.11,7.14,72,8,2,50607.98,0.2091,190.15,0.043,0.66,0.2091,low,0
CUST001251,63,37659.2,706,57051.27,9.33,48,38,1,26830.1,1.5149,1428.68,0.4552,0.888,1.5149,low,0
CUST001252,30,40066.62,624,8255.59,11.61,60,5,4,30454.49,0.206,182.02,0.0545,0.443,0.206,medium,0
CUST001253,32,51356.52,843,31774.36,5.84,72,1,3,57743.68,0.6187,524.2,0.1225,0.505,0.6187,low,0
CUST001254,37,48531.8,705,26724.73,8.22,24,12,3,53905.83,0.5507,1211.37,0.2995,0.153,0.5507,low,0
CUST001255,26,34000.94,745,30805.76,8.42,36,4,0,37811.88,0.906,971.32,0.3428,0.373,0.906,low,0
CUST001256,62,49410.88,601,58812.21,11.7,24,12,2,30376.25,1.1903,2760.26,0.6704,0.677,1.1903,medium,0
CUST001257,49,66112.71,635,49074.5,11.74,84,25,1,9845.57,0.7423,859.49,0.156,0.121,0.7423,medium,0
CUST001258,24,39186.72,617,17054.65,12.09,12,1,3,27569.4,0.4352,1516.0,0.4642,0.835,0.4352,medium,0
CUST001259,63,22093.07,717,8967.06,9.24,24,13,4,22130.9,0.4059,410.65,0.223,0.526,0.4059,low,0
CUST001260,30,28203.47,513,25549.12,14.14,48,6,3,29756.73,0.9059,699.96,0.2978,0.584,0.9059,high,0
CUST001261,28,45814.49,653,14392.37,9.29,24,0,4,30769.87,0.3141,659.43,0.1727,0.119,0.3141,medium,0
CUST001262,38,28925.96,717,19334.93,8.83,36,2,1,33650.5,0.6684,613.32,0.2544,0.164,0.6684,low,0
CUST001263,61,56520.64,609,29990.55,11.32,48,39,0,38311.55,0.5306,779.79,0.1656,0.858,0.5306,medium,0
CUST001264,38,88121.79,726,21005.75,9.44,12,10,3,30843.8,0.2384,1841.27,0.2507,0.384,0.2384,low,0
CUST001265,57,55035.82,660,27030.69,11.25,36,3,1,33989.48,0.4911,888.15,0.1937,0.785,0.4911,medium,0
CUST001266,24,42339.47,666,30554.16,9.72,12,1,4,38113.26,0.7216,2682.22,0.7602,0.89,0.7216,medium,0
CUST001267,30,31350.6,598,11694.51,10.85,12,1,0,19471.43,0.373,1032.76,0.3953,0.291,0.373,medium,0
CUST001268,36,23858.07,582,29604.38,10.42,12,0,1,15849.24,1.2409,2608.48,1.312,0.831,1.2409,medium,0
CUST001269,57,32802.03,721,27469.41,9.03,48,24,1,17850.09,0.8374,683.97,0.2502,0.463,0.8374,low,0
CUST001270,61,20214.86,732,43760.16,10.31,36,22,1,8987.42,2.1648,1418.39,0.842,0.88,2.1648,low,0
CUST001271,22,31343.49,713,16092.38,8.42,72,0,0,33043.69,0.5134,285.46,0.1093,0.312,0.5134,low,0
CUST001272,50,51223.4,578,9174.07,10.98,12,10,2,38047.64,0.1791,810.73,0.1899,0.857,0.1791,high,0
CUST001273,47,41263.44,670,21192.28,10.04,12,21,0,5687.53,0.5136,1863.53,0.5419,0.898,0.5136,medium,0
CUST001274,44,28772.81,648,31621.0,11.73,84,7,3,25035.34,1.099,553.64,0.2309,0.9,1.099,medium,0
CUST001275,63,48040.43,694,17996.47,8.85,36,20,4,30215.62,0.3746,571.03,0.1426,0.146,0.3746,medium,0
CUST001276,61,83056.22,585,36045.46,11.76,12,13,1,84521.26,0.434,3198.55,0.4621,0.543,0.434,medium,0
CUST001277,29,83437.32,718,23824.87,8.76,84,2,0,98005.16,0.2855,380.42,0.0547,0.694,0.2855,low,0
CUST001278,29,38648.62,762,11455.38,6.82,84,0,2,14286.94,0.2964,171.89,0.0534,0.427,0.2964,low,0
CUST001279,39,31680.1,648,56533.7,11.6,48,15,0,33016.64,1.7845,1477.67,0.5597,0.427,1.7845,medium,0
CUST001280,33,58156.65,602,22332.88,11.94,60,0,2,5001.59,0.384,496.11,0.1024,0.749,0.384,medium,0
CUST001281,43,37181.05,623,48403.81,12.31,36,18,1,34237.8,1.3018,1614.88,0.5212,0.39,1.3018,medium,0
CUST001282,49,26442.18,808,44220.24,8.19,72,24,0,25873.84,1.6723,779.43,0.3537,0.57,1.6723,low,0
CUST001283,40,80088.52,642,24588.54,11.74,60,14,3,56742.15,0.307,543.73,0.0815,0.583,0.307,medium,0
CUST001284,46,25721.48,638,36177.51,10.64,24,4,0,9589.1,1.4065,1680.12,0.7838,0.68,1.4065,medium,0
CUST001285,56,87836.15,591,21605.35,11.07,60,25,0,66569.2,0.246,470.51,0.0643,0.407,0.246,medium,0
CUST001286,60,45794.32,568,38361.5,10.68,36,36,2,46316.36,0.8377,1250.1,0.3276,0.82,0.8377,high,1
CUST001287,22,35390.7,664,20513.33,10.12,36,1,4,10635.57,0.5796,663.06,0.2248,0.15,0.5796,medium,0
CUST001288,61,34365.13,679,23638.55,10.07,12,28,1,11914.67,0.6879,2078.97,0.726,0.769,0.6879,medium,0
CUST001289,36,41467.45,621,32588.5,11.47,24,13,4,33355.37,0.7859,1526.0,0.4416,0.298,0.7859,medium,0
CUST001290,54,103169.42,691,48906.76,10.76,60,20,0,70817.44,0.474,1057.51,0.123,0.294,0.474,medium,0
CUST001291,38,26223.21,692,13926.92,8.21,84,11,4,22973.29,0.5311,218.53,0.1,0.61,0.5311,medium,0
CUST001292,50,25219.78,620,55002.81,9.94,12,7,1,10709.77,2.1809,4834.09,2.3001,0.416,2.1809,medium,0
CUST001293,63,75169.97,699,10725.5,9.3,36,9,0,31986.45,0.1427,342.57,0.0547,0.77,0.1427,medium,0
CUST001294,63,44876.69,704,29891.27,9.04,36,39,0,10517.29,0.6661,951.09,0.2543,0.138,0.6661,low,0
CUST001295,23,21381.75,608,25888.48,10.16,24,1,4,18669.12,1.2108,1196.53,0.6715,0.731,1.2108,medium,0
CUST001296,35,62400.65,504,24409.45,13.06,60,0,1,30467.31,0.3912,556.14,0.1069,0.948,0.3912,high,0
CUST001297,36,52280.15,747,40770.52,8.76,60,10,4,46740.75,0.7798,841.59,0.1932,0.558,0.7798,low,0
CUST001298,25,63713.84,616,8562.94,11.5,72,3,2,22908.96,0.1344,165.19,0.0311,0.811,0.1344,medium,0
CUST001299,37,41073.82,760,62073.39,9.2,36,7,3,16924.01,1.5113,1979.7,0.5784,0.927,1.5113,low,0
CUST001300,48,67490.84,714,33785.39,8.81,36,17,4,9307.68,0.5006,1071.38,0.1905,0.408,0.5006,low,0
CUST001301,48,38167.76,669,73235.95,9.31,84,26,1,42540.81,1.9188,1189.85,0.3741,0.308,1.9188,medium,0
CUST001302,64,32075.54,809,22176.38,6.23,36,18,2,13180.51,0.6914,676.96,0.2533,0.169,0.6914,low,0
CUST001303,58,89004.7,567,38236.37,12.14,84,12,1,94155.1,0.4296,677.84,0.0914,0.113,0.4296,high,0
CUST001304,57,35187.76,566,30672.46,12.81,48,6,1,36942.84,0.8717,819.98,0.2796,0.809,0.8717,high,0
CUST001305,26,77208.3,612,10944.48,10.16,84,4,3,84149.28,0.1418,182.6,0.0284,0.401,0.1418,medium,0
CUST001306,40,47036.06,673,37383.76,8.9,84,10,4,35280.39,0.7948,599.57,0.153,0.192,0.7948,medium,0
CUST001307,44,75155.72,675,81903.91,11.35,48,20,3,67775.59,1.0898,2130.8,0.3402,0.47,1.0898,medium,0
CUST001308,33,54225.45,652,10229.79,11.13,60,8,0,12205.87,0.1887,223.08,0.0494,0.107,0.1887,medium,0
CUST001309,51,43556.02,653,47867.06,10.08,48,5,4,38369.07,1.099,1215.87,0.335,0.337,1.099,medium,0
CUST001310,53,60362.16,585,29832.47,11.32,60,27,2,25425.75,0.4942,653.4,0.1299,0.371,0.4942,medium,0
CUST001311,35,66316.17,802,45821.21,7.25,36,9,4,27290.6,0.691,1420.07,0.257,0.395,0.691,low,0
CUST001312,53,69035.83,684,33961.65,9.64,24,18,2,81954.26,0.4919,1561.52,0.2714,0.74,0.4919,medium,0
CUST001313,31,86015.02,573,21814.64,10.83,60,8,1,7006.15,0.2536,472.46,0.0659,0.867,0.2536,high,0
CUST001314,34,34625.44,710,56282.18,7.82,84,0,2,9820.19,1.6255,872.19,0.3023,0.901,1.6255,low,0
CUST001315,55,37472.46,488,21008.19,12.62,48,18,0,32739.26,0.5606,559.64,0.1792,0.881,0.5606,high,0
CUST001316,53,73943.99,723,34783.96,8.33,84,8,2,65912.11,0.4704,547.89,0.0889,0.199,0.4704,low,0
CUST001317,36,43217.6,577,36650.29,12.64,36,2,4,18827.22,0.848,1228.55,0.3411,0.485,0.848,high,0
CUST001318,26,33677.09,850,37884.76,7.12,36,0,3,5573.71,1.1249,1171.85,0.4176,0.699,1.1249,low,0
CUST001319,57,37748.77,631,25443.96,11.36,72,2,0,12562.82,0.674,489.01,0.1555,0.598,0.674,medium,0
CUST001320,34,44012.29,769,30087.04,7.42,24,7,1,39329.15,0.6836,1352.81,0.3688,0.34,0.6836,low,0
CUST001321,55,35269.21,831,27711.01,7.95,72,13,0,19379.25,0.7857,485.19,0.1651,0.517,0.7857,low,0
CUST001322,24,69284.59,631,33452.08,10.63,36,2,3,53742.69,0.4828,1089.33,0.1887,0.3,0.4828,medium,0
CUST001323,33,56387.31,528,90144.13,14.07,84,3,2,46134.53,1.5987,1692.79,0.3602,0.517,1.5987,high,0
CUST001324,56,87622.23,648,13886.02,10.48,12,14,0,101410.18,0.1585,1223.9,0.1676,0.862,0.1585,medium,0
CUST001325,50,57319.88,686,33302.95,9.26,72,13,0,14480.35,0.581,604.61,0.1266,0.913,0.581,medium,0
CUST001326,47,53434.39,720,64111.78,9.71,84,15,3,39606.51,1.1998,1054.75,0.2369,0.684,1.1998,low,0
CUST001327,35,63300.37,596,60933.46,12.75,84,6,0,44094.78,0.9626,1100.23,0.2086,0.375,0.9626,medium,0
CUST001328,50,102567.52,850,13710.31,6.28,36,1,2,62395.02,0.1337,418.84,0.049,0.286,0.1337,low,0
CUST001329,50,54682.38,513,37492.25,12.97,60,28,1,36441.16,0.6856,852.49,0.1871,0.763,0.6856,high,0
CUST001330,61,38304.01,833,16902.74,6.33,60,34,0,43774.6,0.4413,329.38,0.1032,0.118,0.4413,low,0
CUST001331,43,22922.35,642,8223.14,11.9,84,17,0,18410.57,0.3587,144.72,0.0758,0.541,0.3587,medium,0
CUST001332,32,68733.69,514,27366.49,14.23,48,3,2,66773.28,0.3982,750.99,0.1311,0.874,0.3982,high,0
CUST001333,37,19244.58,654,72115.69,11.74,12,0,4,3231.14,3.7473,6398.62,3.9899,0.438,3.7473,medium,0
CUST001334,41,57658.42,610,26404.19,9.87,72,7,0,20948.86,0.4579,487.43,0.1014,0.205,0.4579,medium,0
CUST001335,30,49419.86,717,11847.65,10.11,36,1,0,6670.39,0.2397,382.9,0.093,0.714,0.2397,low,0
CUST001336,22,64001.08,463,18436.16,14.97,60,0,0,57361.25,0.2881,438.3,0.0822,0.774,0.2881,high,0
CUST001337,41,39351.0,730,27270.98,9.75,48,16,0,15641.12,0.693,688.39,0.2099,0.49,0.693,low,0
CUST001338,58,26042.8,601,30309.24,11.39,36,27,0,7958.44,1.1638,997.89,0.4598,0.445,1.1638,medium,0
CUST001339,56,47307.29,633,20160.89,10.86,48,1,3,41946.95,0.4262,519.7,0.1318,0.909,0.4262,medium,0
CUST001340,50,67055.48,638,25518.15,9.91,12,12,1,37829.22,0.3806,2242.38,0.4013,0.505,0.3806,medium,0
CUST001341,31,130153.72,566,8856.39,13.11,12,1,4,31841.34,0.068,791.49,0.073,0.835,0.068,high,0
CUST001342,31,69746.0,625,22226.88,10.71,84,7,4,61480.21,0.3187,377.2,0.0649,0.582,0.3187,medium,0
CUST001343,38,34491.89,659,70201.35,10.06,72,10,1,3172.78,2.0353,1302.66,0.4532,0.686,2.0353,medium,0
CUST001344,39,70330.29,748,11501.86,9.11,84,17,3,47643.64,0.1635,185.7,0.0317,0.366,0.1635,low,0
CUST001345,52,29201.66,452,16553.81,14.5,84,23,0,32396.76,0.5669,314.81,0.1294,0.462,0.5669,high,0
CUST001346,22,75396.52,721,23554.97,8.07,72,0,1,20882.78,0.3124,413.8,0.0659,0.839,0.3124,low,0
CUST001347,53,48531.33,624,30419.99,10.03,84,31,1,44228.66,0.6268,505.48,0.125,0.565,0.6268,medium,0
CUST001348,49,69192.33,550,32202.15,13.99,72,21,2,45033.97,0.4654,663.38,0.115,0.623,0.4654,high,0
CUST001349,31,74577.62,646,40962.83,9.95,72,3,4,85376.06,0.5493,757.84,0.1219,0.416,0.5493,medium,0
CUST001350,35,173962.41,671,34063.59,11.39,72,11,1,41555.09,0.1958,655.19,0.0452,0.708,0.1958,medium,0
